과제명,부처/기관,공고 확인일,접수 마감일,지원 자격,매칭펀드 여부,필요 서류,담당 포털(NTIS/IRIS/K-Startup 등),상태(검토/준비/제출/결과),비고
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
