변수명,역할(독립/종속/매개/조절/통제),조작적 정의,측정도구/문항,척도(명목/서열/등간/비율),결측·이상치 처리,출처(척도 인용)
,,,,,,
,,,,,,
,,,,,,
,,,,,,
